User_ID,UTC_Time,Account,Operation,Coin,Change,Remark
293006629,19/02/2023 02:40,Spot,Simple Earn Flexible Subscription,BNB,-0.00000022,Binance Earn
293006629,19/02/2023 02:55,Spot,Simple Earn Flexible Subscription,ADA,-0.00035135,Binance Earn
293006629,19/02/2023 03:02,Spot,Simple Earn Flexible Interest,XMR,0.00000152,Binance Earn
293006629,19/02/2023 03:03,Spot,Simple Earn Flexible Subscription,BUSD,-0.00016906,Binance Earn
293006629,19/02/2023 03:05,Spot,Simple Earn Flexible Subscription,ETC,-0.00003934,Binance Earn
293006629,19/02/2023 03:23,Spot,Simple Earn Flexible Subscription,XMR,-0.00000152,Binance Earn
293006629,19/02/2023 03:50,Spot,Simple Earn Flexible Interest,USDT,0.00116884,Binance Earn
293006629,19/02/2023 03:58,Spot,Simple Earn Flexible Interest,DOGE,0.00027894,Binance Earn
293006629,19/02/2023 04:34,Spot,Simple Earn Flexible Interest,MANA,0.00008239,Binance Earn
293006629,19/02/2023 17:21,Spot,Simple Earn Flexible Subscription,USDT,-0.00116884,Binance Earn
293006629,19/02/2023 17:26,Spot,Simple Earn Flexible Subscription,DOGE,-0.00027894,Binance Earn
293006629,19/02/2023 17:32,Spot,Simple Earn Flexible Subscription,MANA,-0.00008239,Binance Earn
293006629,20/02/2023 03:04,Spot,Simple Earn Flexible Interest,BNB,0.00000022,Binance Earn
293006629,20/02/2023 03:06,Spot,Simple Earn Flexible Interest,BUSD,0.00016909,Binance Earn
293006629,20/02/2023 03:38,Spot,Simple Earn Flexible Interest,ETC,0.00003935,Binance Earn
293006629,20/02/2023 04:06,Spot,Simple Earn Flexible Interest,ADA,0.00035137,Binance Earn
293006629,20/02/2023 04:09,Spot,Simple Earn Flexible Interest,MANA,0.00008239,Binance Earn
293006629,20/02/2023 04:12,Spot,Simple Earn Flexible Interest,DOGE,0.00027895,Binance Earn
293006629,20/02/2023 04:23,Spot,Simple Earn Flexible Interest,XMR,0.00000152,Binance Earn
293006629,20/02/2023 04:44,Spot,Simple Earn Flexible Interest,USDT,0.00116901,Binance Earn
293006629,20/02/2023 16:50,Spot,Simple Earn Flexible Subscription,BNB,-0.00000022,Binance Earn
293006629,20/02/2023 17:06,Spot,Simple Earn Flexible Subscription,USDT,-0.00116901,Binance Earn
293006629,20/02/2023 17:11,Spot,Simple Earn Flexible Subscription,ADA,-0.00035137,Binance Earn
293006629,20/02/2023 17:12,Spot,Simple Earn Flexible Subscription,DOGE,-0.00027895,Binance Earn
293006629,20/02/2023 17:18,Spot,Simple Earn Flexible Subscription,BUSD,-0.00016909,Binance Earn
293006629,20/02/2023 17:20,Spot,Simple Earn Flexible Subscription,MANA,-0.00008239,Binance Earn
293006629,20/02/2023 17:20,Spot,Simple Earn Flexible Subscription,ETC,-0.00003935,Binance Earn
293006629,20/02/2023 17:29,Spot,Simple Earn Flexible Subscription,XMR,-0.00000152,Binance Earn
293006629,21/02/2023 02:03,Spot,Simple Earn Flexible Interest,BNB,0.00000022,Binance Earn
293006629,21/02/2023 02:29,Spot,Simple Earn Flexible Interest,USDT,0.00116919,Binance Earn
293006629,21/02/2023 02:50,Spot,Simple Earn Flexible Interest,ETC,0.00003935,Binance Earn
293006629,21/02/2023 03:04,Spot,Simple Earn Flexible Interest,BUSD,0.00016912,Binance Earn
293006629,21/02/2023 03:25,Spot,Simple Earn Flexible Subscription,BNB,-0.00000022,Binance Earn
293006629,21/02/2023 03:42,Spot,Simple Earn Flexible Interest,MANA,0.00008239,Binance Earn
293006629,21/02/2023 03:44,Spot,Simple Earn Flexible Subscription,USDT,-0.00116919,Binance Earn
293006629,21/02/2023 04:02,Spot,Simple Earn Flexible Subscription,MANA,-0.00008239,Binance Earn
293006629,21/02/2023 04:10,Spot,Simple Earn Flexible Subscription,BUSD,-0.00016912,Binance Earn
293006629,21/02/2023 04:13,Spot,Simple Earn Flexible Subscription,ETC,-0.00003935,Binance Earn
293006629,21/02/2023 04:14,Spot,Simple Earn Flexible Interest,DOGE,0.00027897,Binance Earn
293006629,21/02/2023 04:41,Spot,Simple Earn Flexible Interest,ADA,0.00035138,Binance Earn
293006629,21/02/2023 04:58,Spot,Simple Earn Flexible Interest,XMR,0.00000152,Binance Earn
293006629,21/02/2023 16:49,Spot,Simple Earn Flexible Subscription,ADA,-0.00035138,Binance Earn
293006629,21/02/2023 16:56,Spot,Simple Earn Flexible Subscription,DOGE,-0.00027897,Binance Earn
293006629,21/02/2023 17:03,Spot,Simple Earn Flexible Subscription,XMR,-0.00000152,Binance Earn
293006629,22/02/2023 12:14,Spot,Simple Earn Flexible Interest,ADA,0.00035139,Binance Earn
293006629,22/02/2023 12:20,Spot,Simple Earn Flexible Interest,USDT,0.00116936,Binance Earn
293006629,22/02/2023 12:30,Spot,Simple Earn Flexible Interest,DOGE,0.00027898,Binance Earn
293006629,22/02/2023 12:42,Spot,Simple Earn Flexible Interest,BNB,0.00000022,Binance Earn
293006629,22/02/2023 13:14,Spot,Simple Earn Flexible Interest,MANA,0.00008239,Binance Earn
293006629,22/02/2023 15:14,Spot,Simple Earn Flexible Interest,BUSD,0.00016914,Binance Earn
293006629,22/02/2023 15:18,Spot,Simple Earn Flexible Interest,ETC,0.00003935,Binance Earn
293006629,22/02/2023 15:22,Spot,Simple Earn Flexible Interest,XMR,0.00000152,Binance Earn
293006629,23/02/2023 02:37,Spot,Simple Earn Flexible Interest,BUSD,0.00005638,Binance Earn
293006629,23/02/2023 02:42,Spot,Simple Earn Flexible Interest,USDT,0.000319,Binance Earn
293006629,23/02/2023 02:49,Spot,Simple Earn Flexible Interest,DOGE,0.000279,Binance Earn
293006629,23/02/2023 02:50,Spot,Simple Earn Flexible Interest,BNB,0.00000022,Binance Earn
293006629,23/02/2023 09:39,Spot,Simple Earn Flexible Subscription,BNB,-0.00000044,Binance Earn
293006629,23/02/2023 09:57,Spot,Simple Earn Flexible Subscription,USDT,-0.00148836,Binance Earn
293006629,23/02/2023 10:00,Spot,Simple Earn Flexible Subscription,ADA,-0.00035139,Binance Earn
293006629,23/02/2023 10:06,Spot,Simple Earn Flexible Subscription,BUSD,-0.00022552,Binance Earn
293006629,23/02/2023 10:09,Spot,Simple Earn Flexible Subscription,ETC,-0.00003935,Binance Earn
293006629,23/02/2023 16:23,Spot,Simple Earn Flexible Subscription,DOGE,-0.00055798,Binance Earn
293006629,23/02/2023 16:37,Spot,Simple Earn Flexible Subscription,MANA,-0.00008239,Binance Earn
293006629,23/02/2023 16:46,Spot,Simple Earn Flexible Subscription,XMR,-0.00000152,Binance Earn
293006629,24/02/2023 06:55,Spot,Simple Earn Flexible Interest,USDT,0.00031902,Binance Earn
293006629,24/02/2023 06:57,Spot,Simple Earn Flexible Interest,BUSD,0.00005639,Binance Earn
293006629,24/02/2023 07:01,Spot,Simple Earn Flexible Interest,DOGE,0.000279,Binance Earn
293006629,24/02/2023 07:08,Spot,Simple Earn Flexible Interest,BNB,0.00000022,Binance Earn
293006629,24/02/2023 16:36,Spot,Simple Earn Flexible Subscription,BNB,-0.00000022,Binance Earn
293006629,24/02/2023 16:45,Spot,Simple Earn Flexible Subscription,BUSD,-0.00005639,Binance Earn
293006629,24/02/2023 16:47,Spot,Simple Earn Flexible Subscription,USDT,-0.00031902,Binance Earn
293006629,24/02/2023 16:51,Spot,Simple Earn Flexible Subscription,DOGE,-0.000279,Binance Earn
293006629,25/02/2023 02:18,Spot,Simple Earn Flexible Interest,DOGE,0.00027904,Binance Earn
293006629,25/02/2023 02:36,Spot,Simple Earn Flexible Interest,BUSD,0.0000564,Binance Earn
293006629,25/02/2023 02:42,Spot,Simple Earn Flexible Interest,BNB,0.00000022,Binance Earn
293006629,25/02/2023 02:44,Spot,Simple Earn Flexible Interest,USDT,0.0003191,Binance Earn
293006629,25/02/2023 02:59,Spot,Simple Earn Flexible Subscription,BNB,-0.00000022,Binance Earn
293006629,25/02/2023 03:05,Spot,Simple Earn Flexible Subscription,BUSD,-0.0000564,Binance Earn
293006629,25/02/2023 03:16,Spot,Simple Earn Flexible Subscription,USDT,-0.0003191,Binance Earn
293006629,25/02/2023 03:25,Spot,Simple Earn Flexible Subscription,DOGE,-0.00027904,Binance Earn
293006629,26/02/2023 02:15,Spot,Simple Earn Flexible Interest,BNB,0.00000022,Binance Earn
293006629,26/02/2023 02:21,Spot,Simple Earn Flexible Interest,USDT,0.00031914,Binance Earn
293006629,26/02/2023 02:27,Spot,Simple Earn Flexible Interest,DOGE,0.00027905,Binance Earn
293006629,26/02/2023 02:29,Spot,Simple Earn Flexible Interest,BUSD,0.00005641,Binance Earn
293006629,26/02/2023 02:59,Spot,Simple Earn Flexible Subscription,BNB,-0.00000022,Binance Earn
293006629,26/02/2023 03:05,Spot,Simple Earn Flexible Subscription,BUSD,-0.00005641,Binance Earn
293006629,26/02/2023 03:16,Spot,Simple Earn Flexible Subscription,USDT,-0.00031914,Binance Earn
293006629,26/02/2023 03:25,Spot,Simple Earn Flexible Subscription,DOGE,-0.00027905,Binance Earn
293006629,26/02/2023 20:24,Spot,Small Assets Exchange BNB,BNB,0.00009869,HFT to BNB
293006629,26/02/2023 20:24,Spot,Small Assets Exchange BNB,HFT,-0.04111636,HFT to BNB
293006629,27/02/2023 00:16,Spot,Deposit,LTC,0.00247985,
293006629,27/02/2023 02:01,Spot,Simple Earn Flexible Interest,BUSD,0.00005642,Binance Earn
293006629,27/02/2023 02:03,Spot,Simple Earn Flexible Interest,USDT,0.00031917,Binance Earn
293006629,27/02/2023 02:03,Spot,Simple Earn Flexible Interest,DOGE,0.00027907,Binance Earn
293006629,27/02/2023 02:04,Spot,Simple Earn Flexible Interest,BNB,0.00000022,Binance Earn
293006629,27/02/2023 02:58,Spot,Simple Earn Flexible Subscription,BNB,-0.00009891,Binance Earn
293006629,27/02/2023 03:00,Spot,Simple Earn Flexible Subscription,BTC,-0.00000751,Binance Earn
293006629,27/02/2023 03:05,Spot,Simple Earn Flexible Subscription,BUSD,-0.00005642,Binance Earn
293006629,27/02/2023 03:16,Spot,Simple Earn Flexible Subscription,USDT,-0.00031917,Binance Earn
293006629,27/02/2023 03:22,Spot,Simple Earn Flexible Subscription,DOGE,-0.00027907,Binance Earn
293006629,27/02/2023 07:37,Spot,Deposit,BTC,0.00069,
293006629,27/02/2023 16:30,Spot,Simple Earn Flexible Subscription,BTC,-0.00069,Binance Earn
293006629,28/02/2023 02:01,Spot,Simple Earn Flexible Interest,BNB,0.00000022,Binance Earn
293006629,28/02/2023 02:04,Spot,Simple Earn Flexible Interest,USDT,0.0003192,Binance Earn
293006629,28/02/2023 02:14,Spot,Simple Earn Flexible Interest,DOGE,0.00027909,Binance Earn
293006629,28/02/2023 02:29,Spot,Simple Earn Flexible Interest,BUSD,0.00005643,Binance Earn
293006629,28/02/2023 02:54,Spot,Simple Earn Flexible Subscription,BNB,-0.00000022,Binance Earn
293006629,28/02/2023 03:00,Spot,Simple Earn Flexible Subscription,BUSD,-0.00005643,Binance Earn
293006629,28/02/2023 03:12,Spot,Simple Earn Flexible Subscription,USDT,-0.0003192,Binance Earn
293006629,28/02/2023 03:28,Spot,Simple Earn Flexible Subscription,DOGE,-0.00027909,Binance Earn
293006629,01/03/2023 02:09,Spot,Simple Earn Flexible Interest,BUSD,0.00005644,Binance Earn
293006629,01/03/2023 02:12,Spot,Simple Earn Flexible Interest,USDT,0.00031923,Binance Earn
293006629,01/03/2023 02:16,Spot,Simple Earn Flexible Interest,DOGE,0.00027911,Binance Earn
293006629,01/03/2023 02:22,Spot,Simple Earn Flexible Interest,BNB,0.00000022,Binance Earn
293006629,01/03/2023 02:57,Spot,Simple Earn Flexible Subscription,BNB,-0.00000022,Binance Earn
293006629,01/03/2023 03:04,Spot,Simple Earn Flexible Subscription,BUSD,-0.00005644,Binance Earn
293006629,01/03/2023 03:17,Spot,Simple Earn Flexible Subscription,USDT,-0.00031923,Binance Earn
293006629,01/03/2023 03:33,Spot,Simple Earn Flexible Subscription,DOGE,-0.00027911,Binance Earn
293006629,02/03/2023 02:03,Spot,Simple Earn Flexible Interest,USDT,0.00031926,Binance Earn
293006629,02/03/2023 02:17,Spot,Simple Earn Flexible Interest,DOGE,0.00027913,Binance Earn
293006629,02/03/2023 02:21,Spot,Simple Earn Flexible Interest,BNB,0.00000022,Binance Earn
293006629,02/03/2023 02:34,Spot,Simple Earn Flexible Interest,BUSD,0.00005645,Binance Earn
293006629,02/03/2023 02:56,Spot,Simple Earn Flexible Subscription,BNB,-0.00000022,Binance Earn
293006629,02/03/2023 03:02,Spot,Simple Earn Flexible Subscription,BUSD,-0.00005645,Binance Earn
293006629,02/03/2023 03:14,Spot,Simple Earn Flexible Subscription,USDT,-0.00031926,Binance Earn
293006629,02/03/2023 03:22,Spot,Simple Earn Flexible Subscription,DOGE,-0.00027913,Binance Earn
293006629,03/03/2023 02:06,Spot,Simple Earn Flexible Interest,BUSD,0.00005646,Binance Earn
293006629,03/03/2023 02:18,Spot,Simple Earn Flexible Interest,ADA,0.00046881,Binance Earn
293006629,03/03/2023 02:28,Spot,Simple Earn Flexible Interest,DOGE,0.00027914,Binance Earn
293006629,03/03/2023 02:41,Spot,Simple Earn Flexible Interest,BNB,0.00000022,Binance Earn
293006629,03/03/2023 02:45,Spot,Deposit,BTC,0.00019885,
293006629,03/03/2023 02:52,Spot,Simple Earn Flexible Interest,USDT,0.0003193,Binance Earn
293006629,03/03/2023 03:02,Spot,Simple Earn Flexible Subscription,BNB,-0.00000022,Binance Earn
293006629,03/03/2023 03:04,Spot,Simple Earn Flexible Subscription,ADA,-0.00046881,Binance Earn
293006629,03/03/2023 03:05,Spot,Simple Earn Flexible Subscription,BTC,-0.00019885,Binance Earn
293006629,03/03/2023 03:13,Spot,Simple Earn Flexible Subscription,BUSD,-0.00005646,Binance Earn
293006629,03/03/2023 03:22,Spot,Simple Earn Flexible Subscription,USDT,-0.0003193,Binance Earn
293006629,03/03/2023 03:48,Spot,Simple Earn Flexible Subscription,DOGE,-0.00027914,Binance Earn
293006629,04/03/2023 02:28,Spot,Simple Earn Flexible Interest,BNB,0.00000022,Binance Earn
293006629,04/03/2023 02:30,Spot,Simple Earn Flexible Interest,USDT,0.00031933,Binance Earn
293006629,04/03/2023 02:41,Spot,Simple Earn Flexible Interest,ADA,0.00046883,Binance Earn
293006629,04/03/2023 02:49,Spot,Simple Earn Flexible Interest,DOGE,0.00027916,Binance Earn
293006629,04/03/2023 02:55,Spot,Simple Earn Flexible Interest,BUSD,0.00005646,Binance Earn
293006629,04/03/2023 03:01,Spot,Simple Earn Flexible Subscription,ADA,-0.00046883,Binance Earn
293006629,04/03/2023 03:01,Spot,Simple Earn Flexible Subscription,BNB,-0.00000022,Binance Earn
293006629,04/03/2023 03:10,Spot,Simple Earn Flexible Subscription,BUSD,-0.00005646,Binance Earn
293006629,04/03/2023 03:21,Spot,Simple Earn Flexible Subscription,USDT,-0.00031933,Binance Earn
293006629,04/03/2023 03:46,Spot,Simple Earn Flexible Subscription,DOGE,-0.00027916,Binance Earn
293006629,05/03/2023 02:16,Spot,Simple Earn Flexible Interest,ADA,0.00046888,Binance Earn
293006629,05/03/2023 02:16,Spot,Simple Earn Flexible Interest,BUSD,0.00005647,Binance Earn
293006629,05/03/2023 02:25,Spot,Simple Earn Flexible Interest,BNB,0.00000022,Binance Earn
293006629,05/03/2023 02:34,Spot,Simple Earn Flexible Interest,USDT,0.00031936,Binance Earn
293006629,05/03/2023 02:49,Spot,Simple Earn Flexible Interest,DOGE,0.00027918,Binance Earn
293006629,05/03/2023 02:58,Spot,Simple Earn Flexible Subscription,ADA,-0.00046888,Binance Earn
293006629,05/03/2023 03:02,Spot,Simple Earn Flexible Subscription,BNB,-0.00000022,Binance Earn
293006629,05/03/2023 03:10,Spot,Simple Earn Flexible Subscription,BUSD,-0.00005647,Binance Earn
293006629,05/03/2023 03:22,Spot,Simple Earn Flexible Subscription,USDT,-0.00031936,Binance Earn
293006629,05/03/2023 03:45,Spot,Simple Earn Flexible Subscription,DOGE,-0.00027918,Binance Earn
293006629,06/03/2023 02:08,Spot,Simple Earn Flexible Interest,BNB,0.00000022,Binance Earn
293006629,06/03/2023 02:13,Spot,Simple Earn Flexible Interest,USDT,0.00031939,Binance Earn
293006629,06/03/2023 02:16,Spot,Simple Earn Flexible Interest,ADA,0.00046892,Binance Earn
293006629,06/03/2023 02:23,Spot,Simple Earn Flexible Interest,DOGE,0.0002792,Binance Earn
293006629,06/03/2023 02:42,Spot,Simple Earn Flexible Interest,BUSD,0.00005648,Binance Earn
293006629,06/03/2023 02:58,Spot,Simple Earn Flexible Subscription,ADA,-0.00046892,Binance Earn
293006629,06/03/2023 03:02,Spot,Simple Earn Flexible Subscription,BNB,-0.00000022,Binance Earn
293006629,06/03/2023 03:10,Spot,Simple Earn Flexible Subscription,BUSD,-0.00005648,Binance Earn
293006629,06/03/2023 03:21,Spot,Simple Earn Flexible Subscription,USDT,-0.00031939,Binance Earn
293006629,06/03/2023 03:48,Spot,Simple Earn Flexible Subscription,DOGE,-0.0002792,Binance Earn
293006629,07/03/2023 02:03,Spot,Simple Earn Flexible Interest,BUSD,0.00005649,Binance Earn
293006629,07/03/2023 02:05,Spot,Simple Earn Flexible Interest,USDT,0.00031942,Binance Earn
293006629,07/03/2023 02:09,Spot,Simple Earn Flexible Interest,BNB,0.00000022,Binance Earn
293006629,07/03/2023 02:41,Spot,Simple Earn Flexible Interest,ADA,0.00046897,Binance Earn
293006629,07/03/2023 02:55,Spot,Simple Earn Flexible Interest,DOGE,0.00027922,Binance Earn
293006629,07/03/2023 02:59,Spot,Simple Earn Flexible Subscription,ADA,-0.00046897,Binance Earn
293006629,07/03/2023 03:03,Spot,Simple Earn Flexible Subscription,BNB,-0.00000022,Binance Earn
293006629,07/03/2023 03:11,Spot,Simple Earn Flexible Subscription,BUSD,-0.00005649,Binance Earn
293006629,07/03/2023 03:23,Spot,Simple Earn Flexible Subscription,USDT,-0.00031942,Binance Earn
293006629,07/03/2023 03:47,Spot,Simple Earn Flexible Subscription,DOGE,-0.00027922,Binance Earn
293006629,08/03/2023 02:01,Spot,Simple Earn Flexible Interest,ADA,0.00046902,Binance Earn
293006629,08/03/2023 02:07,Spot,Simple Earn Flexible Interest,DOGE,0.00027923,Binance Earn
293006629,08/03/2023 02:16,Spot,Simple Earn Flexible Interest,USDT,0.00031945,Binance Earn
293006629,08/03/2023 02:40,Spot,Simple Earn Flexible Interest,BUSD,0.00005649,Binance Earn
293006629,08/03/2023 02:48,Spot,Simple Earn Flexible Interest,BNB,0.00000022,Binance Earn
293006629,08/03/2023 03:05,Spot,Simple Earn Flexible Subscription,ADA,-0.00046902,Binance Earn
293006629,08/03/2023 03:09,Spot,Simple Earn Flexible Subscription,BNB,-0.00000022,Binance Earn
293006629,08/03/2023 03:17,Spot,Simple Earn Flexible Subscription,BUSD,-0.00005649,Binance Earn
293006629,08/03/2023 03:30,Spot,Simple Earn Flexible Subscription,USDT,-0.00031945,Binance Earn
293006629,08/03/2023 03:56,Spot,Simple Earn Flexible Subscription,DOGE,-0.00027923,Binance Earn
293006629,09/03/2023 02:02,Spot,Simple Earn Flexible Interest,BNB,0.00000022,Binance Earn
293006629,09/03/2023 02:21,Spot,Simple Earn Flexible Interest,DOGE,0.00027925,Binance Earn
293006629,09/03/2023 02:25,Spot,Simple Earn Flexible Interest,ADA,0.00046907,Binance Earn
293006629,09/03/2023 02:39,Spot,Simple Earn Flexible Interest,BUSD,0.0000565,Binance Earn
293006629,09/03/2023 02:51,Spot,Simple Earn Flexible Interest,USDT,0.00031948,Binance Earn
293006629,09/03/2023 02:59,Spot,Simple Earn Flexible Subscription,ADA,-0.00046907,Binance Earn
293006629,09/03/2023 03:03,Spot,Simple Earn Flexible Subscription,BNB,-0.00000022,Binance Earn
293006629,09/03/2023 03:16,Spot,Simple Earn Flexible Subscription,BUSD,-0.0000565,Binance Earn
293006629,09/03/2023 03:25,Spot,Simple Earn Flexible Subscription,USDT,-0.00031948,Binance Earn
293006629,09/03/2023 03:52,Spot,Simple Earn Flexible Subscription,DOGE,-0.00027925,Binance Earn
293006629,10/03/2023 02:15,Spot,Simple Earn Flexible Interest,DOGE,0.00027927,Binance Earn
293006629,10/03/2023 02:24,Spot,Simple Earn Flexible Interest,BNB,0.00000022,Binance Earn
293006629,10/03/2023 02:25,Spot,Simple Earn Flexible Interest,USDT,0.00031951,Binance Earn
293006629,10/03/2023 02:36,Spot,Simple Earn Flexible Interest,ADA,0.00046911,Binance Earn
293006629,10/03/2023 03:09,Spot,Simple Earn Flexible Subscription,ADA,-0.00046911,Binance Earn
293006629,10/03/2023 03:14,Spot,Simple Earn Flexible Subscription,BNB,-0.00000022,Binance Earn
293006629,10/03/2023 03:33,Spot,Simple Earn Flexible Subscription,USDT,-0.00031951,Binance Earn
293006629,10/03/2023 03:47,Spot,Simple Earn Flexible Subscription,DOGE,-0.00027927,Binance Earn
293006629,11/03/2023 02:03,Spot,Simple Earn Flexible Interest,DOGE,0.00027929,Binance Earn
293006629,11/03/2023 02:05,Spot,Simple Earn Flexible Interest,USDT,0.00031954,Binance Earn
293006629,11/03/2023 02:13,Spot,Simple Earn Flexible Interest,ADA,0.00046916,Binance Earn
293006629,11/03/2023 02:24,Spot,Simple Earn Flexible Interest,BNB,0.00000022,Binance Earn
293006629,11/03/2023 03:11,Spot,Simple Earn Flexible Subscription,ADA,-0.00046916,Binance Earn
293006629,11/03/2023 03:15,Spot,Simple Earn Flexible Subscription,BNB,-0.00000022,Binance Earn
293006629,11/03/2023 03:28,Spot,Simple Earn Flexible Subscription,DOGE,-0.00027929,Binance Earn
293006629,11/03/2023 03:35,Spot,Simple Earn Flexible Subscription,USDT,-0.00031954,Binance Earn
293006629,12/03/2023 02:00,Spot,Simple Earn Flexible Interest,ADA,0.00046921,Binance Earn
293006629,12/03/2023 02:12,Spot,Simple Earn Flexible Interest,USDT,0.00031957,Binance Earn
293006629,12/03/2023 02:15,Spot,Simple Earn Flexible Interest,DOGE,0.0002793,Binance Earn
293006629,12/03/2023 02:22,Spot,Simple Earn Flexible Interest,BNB,0.00000022,Binance Earn
293006629,12/03/2023 03:09,Spot,Simple Earn Flexible Subscription,ADA,-0.00046921,Binance Earn
293006629,12/03/2023 03:14,Spot,Simple Earn Flexible Subscription,BNB,-0.00000022,Binance Earn
293006629,12/03/2023 03:26,Spot,Simple Earn Flexible Subscription,DOGE,-0.0002793,Binance Earn
293006629,12/03/2023 03:33,Spot,Simple Earn Flexible Subscription,USDT,-0.00031957,Binance Earn
293006629,13/03/2023 02:02,Spot,Simple Earn Flexible Interest,DOGE,0.00027932,Binance Earn
293006629,13/03/2023 02:09,Spot,Simple Earn Flexible Interest,ADA,0.00046926,Binance Earn
293006629,13/03/2023 02:10,Spot,Simple Earn Flexible Interest,BNB,0.00000022,Binance Earn
293006629,13/03/2023 02:22,Spot,Simple Earn Flexible Interest,USDT,0.0003196,Binance Earn
293006629,13/03/2023 03:10,Spot,Simple Earn Flexible Subscription,ADA,-0.00046926,Binance Earn
293006629,13/03/2023 03:15,Spot,Simple Earn Flexible Subscription,BNB,-0.00000022,Binance Earn
293006629,13/03/2023 03:29,Spot,Simple Earn Flexible Subscription,DOGE,-0.00027932,Binance Earn
293006629,13/03/2023 03:34,Spot,Simple Earn Flexible Subscription,USDT,-0.0003196,Binance Earn
293006629,14/03/2023 02:04,Spot,Simple Earn Flexible Interest,BNB,0.00000022,Binance Earn
293006629,14/03/2023 02:14,Spot,Simple Earn Flexible Interest,ADA,0.0004693,Binance Earn
293006629,14/03/2023 02:15,Spot,Simple Earn Flexible Interest,USDT,0.00031963,Binance Earn
293006629,14/03/2023 02:16,Spot,Simple Earn Flexible Interest,DOGE,0.00027934,Binance Earn
293006629,14/03/2023 02:46,Spot,Simple Earn Flexible Subscription,ADA,-0.0004693,Binance Earn
293006629,14/03/2023 02:49,Spot,Simple Earn Flexible Subscription,BNB,-0.00000022,Binance Earn
293006629,14/03/2023 02:59,Spot,Simple Earn Flexible Subscription,USDT,-0.00031963,Binance Earn
293006629,14/03/2023 03:10,Spot,Simple Earn Flexible Subscription,DOGE,-0.00027934,Binance Earn
293006629,15/03/2023 02:03,Spot,Simple Earn Flexible Interest,USDT,0.00031967,Binance Earn
293006629,15/03/2023 02:14,Spot,Simple Earn Flexible Interest,DOGE,0.00027936,Binance Earn
293006629,15/03/2023 02:15,Spot,Simple Earn Flexible Interest,ADA,0.00046935,Binance Earn
293006629,15/03/2023 02:15,Spot,Simple Earn Flexible Interest,BNB,0.00000022,Binance Earn
293006629,15/03/2023 02:48,Spot,Simple Earn Flexible Subscription,ADA,-0.00046935,Binance Earn
293006629,15/03/2023 02:50,Spot,Simple Earn Flexible Subscription,BNB,-0.00000022,Binance Earn
293006629,15/03/2023 03:01,Spot,Simple Earn Flexible Subscription,USDT,-0.00031967,Binance Earn
293006629,15/03/2023 03:08,Spot,Simple Earn Flexible Subscription,DOGE,-0.00027936,Binance Earn
293006629,16/03/2023 02:05,Spot,Simple Earn Flexible Interest,ADA,0.00046939,Binance Earn
